1fc006f0:   16 12 07 4c         BNE $s2, 0x074c
1fc006f4:   00 00 00 00         NOP
1fc006f8:   3c 08 c7 b0         LUI $t0, 0xc7b0
1fc006fc:   35 08 22 b2         ORI $t0, $t0, 0x22b2
1fc00700:   24 09 00 80         ADDIU $t1, $zero, 0x0080
1fc00704:   21 10 00 80         ADDI $s0, $t0, 0x0080
1fc00708:   3c 12 c7 b0         LUI $s2, 0xc7b0
1fc0070c:   36 52 23 32         ORI $s2, $s2, 0x2332
1fc00710:   16 12 07 44         BNE $s2, 0x0744
1fc00714:   00 00 00 00         NOP
1fc00718:   3c 08 3f 9f         LUI $t0, 0x3f9f
1fc0071c:   35 08 fe 80         ORI $t0, $t0, 0xfe80
1fc00720:   34 09 ec 80         ORI $t1, $zero, 0xec80
1fc00724:   21 10 ec 80         ADDI $s0, $t0, 0xec80
1fc00728:   3c 12 3f 9f         LUI $s2, 0x3f9f
1fc0072c:   36 52 eb 00         ORI $s2, $s2, 0xeb00
1fc00730:   16 12 07 3c         BNE $s2, 0x073c
1fc00734:   00 00 00 00         NOP
1fc00738:   3c 08 fe d9         LUI $t0, 0xfed9
1fc0073c:   35 08 c0 20         ORI $t0, $t0, 0xc020
1fc00740:   24 09 3f 10         ADDIU $t1, $zero, 0x3f10
1fc00744:   21 10 3f 10         ADDI $s0, $t0, 0x3f10
1fc00748:   3c 12 fe d9         LUI $s2, 0xfed9
1fc0074c:   36 52 ff 30         ORI $s2, $s2, 0xff30
1fc00750:   16 12 07 34         BNE $s2, 0x0734
1fc00754:   00 00 00 00         NOP
1fc00758:   3c 08 b8 03         LUI $t0, 0xb803
1fc0075c:   35 08 94 74         ORI $t0, $t0, 0x9474
1fc00760:   24 09 60 0f         ADDIU $t1, $zero, 0x600f
1fc00764:   21 10 60 0f         ADDI $s0, $t0, 0x600f
1fc00768:   3c 12 b8 03         LUI $s2, 0xb803
1fc0076c:   36 52 f4 83         ORI $s2, $s2, 0xf483
1fc00770:   16 12 07 2c         BNE $s2, 0x072c
1fc00774:   00 00 00 00         NOP
1fc00778:   3c 08 78 04         LUI $t0, 0x7804
1fc0077c:   35 08 09 ce         ORI $t0, $t0, 0x09ce
1fc00780:   34 09 a4 34         ORI $t1, $zero, 0xa434
1fc00784:   21 10 a4 34         ADDI $s0, $t0, 0xa434
1fc00788:   3c 12 78 03         LUI $s2, 0x7803
1fc0078c:   36 52 ae 02         ORI $s2, $s2, 0xae02
1fc00790:   16 12 07 24         BNE $s2, 0x0724
1fc00794:   00 00 00 00         NOP
1fc00798:   3c 08 d6 d6         LUI $t0, 0xd6d6
1fc0079c:   35 08 e9 44         ORI $t0, $t0, 0xe944
1fc007a0:   34 09 c7 96         ORI $t1, $zero, 0xc796
1fc007a4:   21 10 c7 96         ADDI $s0, $t0, 0xc796
1fc007a8:   3c 12 d6 d6         LUI $s2, 0xd6d6
1fc007ac:   36 52 b0 da         ORI $s2, $s2, 0xb0da
1fc007b0:   16 12 07 1c         BNE $s2, 0x071c
1fc007b4:   00 00 00 00         NOP
1fc007b8:   3c 08 49 dc         LUI $t0, 0x49dc
1fc007bc:   35 08 b5 74         ORI $t0, $t0, 0xb574
1fc007c0:   24 09 6e b7         ADDIU $t1, $zero, 0x6eb7
1fc007c4:   21 10 6e b7         ADDI $s0, $t0, 0x6eb7
1fc007c8:   3c 12 49 dd         LUI $s2, 0x49dd
1fc007cc:   36 52 24 2b         ORI $s2, $s2, 0x242b
1fc007d0:   16 12 07 14         BNE $s2, 0x0714
1fc007d4:   00 00 00 00         NOP
1fc007d8:   3c 08 db 1d         LUI $t0, 0xdb1d
1fc007dc:   35 08 40 00         ORI $t0, $t0, 0x4000
1fc007e0:   34 09 c1 36         ORI $t1, $zero, 0xc136
1fc007e4:   21 10 c1 36         ADDI $s0, $t0, 0xc136
1fc007e8:   3c 12 db 1d         LUI $s2, 0xdb1d
1fc007ec:   36 52 01 36         ORI $s2, $s2, 0x0136
1fc007f0:   16 12 07 0c         BNE $s2, 0x070c
1fc007f4:   00 00 00 00         NOP
1fc007f8:   3c 08 54 96         LUI $t0, 0x5496
1fc007fc:   35 08 26 b2         ORI $t0, $t0, 0x26b2
1fc00800:   24 09 13 20         ADDIU $t1, $zero, 0x1320
1fc00804:   21 10 13 20         ADDI $s0, $t0, 0x1320
1fc00808:   3c 12 54 96         LUI $s2, 0x5496
1fc0080c:   36 52 39 d2         ORI $s2, $s2, 0x39d2
1fc00810:   16 12 07 04         BNE $s2, 0x0704
1fc00814:   00 00 00 00         NOP
1fc00818:   3c 08 73 77         LUI $t0, 0x7377
1fc0081c:   35 08 35 c0         ORI $t0, $t0, 0x35c0
1fc00820:   34 09 fd 0c         ORI $t1, $zero, 0xfd0c
1fc00824:   21 10 fd 0c         ADDI $s0, $t0, 0xfd0c
1fc00828:   3c 12 73 77         LUI $s2, 0x7377
1fc0082c:   36 52 32 cc         ORI $s2, $s2, 0x32cc
1fc00830:   16 12 06 fc         BNE $s2, 0x06fc
1fc00834:   00 00 00 00         NOP
1fc00838:   3c 08 fe e6         LUI $t0, 0xfee6
1fc0083c:   35 08 ef 20         ORI $t0, $t0, 0xef20
1fc00840:   34 09 d9 7c         ORI $t1, $zero, 0xd97c
1fc00844:   21 10 d9 7c         ADDI $s0, $t0, 0xd97c
1fc00848:   3c 12 fe e6         LUI $s2, 0xfee6
1fc0084c:   36 52 c8 9c         ORI $s2, $s2, 0xc89c
1fc00850:   16 12 06 f4         BNE $s2, 0x06f4
1fc00854:   00 00 00 00         NOP
1fc00858:   3c 08 7b 17         LUI $t0, 0x7b17
1fc0085c:   35 08 81 20         ORI $t0, $t0, 0x8120
1fc00860:   24 09 23 96         ADDIU $t1, $zero, 0x2396
1fc00864:   21 10 23 96         ADDI $s0, $t0, 0x2396
1fc00868:   3c 12 7b 17         LUI $s2, 0x7b17
1fc0086c:   36 52 a4 b6         ORI $s2, $s2, 0xa4b6
1fc00870:   16 12 06 ec         BNE $s2, 0x06ec
1fc00874:   00 00 00 00         NOP
1fc00878:   3c 08 c2 28         LUI $t0, 0xc228
1fc0087c:   35 08 38 ec         ORI $t0, $t0, 0x38ec
1fc00880:   34 09 ba f7         ORI $t1, $zero, 0xbaf7
1fc00884:   21 10 ba f7         ADDI $s0, $t0, 0xbaf7
1fc00888:   3c 12 c2 27         LUI $s2, 0xc227
1fc0088c:   36 52 f3 e3         ORI $s2, $s2, 0xf3e3
1fc00890:   16 12 06 e4         BNE $s2, 0x06e4
1fc00894:   00 00 00 00         NOP
1fc00898:   3c 08 ea fc         LUI $t0, 0xeafc
1fc0089c:   35 08 bb c0         ORI $t0, $t0, 0xbbc0
1fc008a0:   24 09 66 10         ADDIU $t1, $zero, 0x6610
1fc008a4:   21 10 66 10         ADDI $s0, $t0, 0x6610
1fc008a8:   3c 12 ea fd         LUI $s2, 0xeafd
1fc008ac:   36 52 21 d0         ORI $s2, $s2, 0x21d0
1fc008b0:   16 12 06 dc         BNE $s2, 0x06dc
1fc008b4:   00 00 00 00         NOP
1fc008b8:   3c 08 d3 e8         LUI $t0, 0xd3e8
1fc008bc:   35 08 99 22         ORI $t0, $t0, 0x9922
1fc008c0:   24 09 55 28         ADDIU $t1, $zero, 0x5528
1fc008c4:   21 10 55 28         ADDI $s0, $t0, 0x5528
1fc008c8:   3c 12 d3 e8         LUI $s2, 0xd3e8
1fc008cc:   36 52 ee 4a         ORI $s2, $s2, 0xee4a
1fc008d0:   16 12 06 d4         BNE $s2, 0x06d4
1fc008d4:   00 00 00 00         NOP
1fc008d8:   3c 08 d0 e1         LUI $t0, 0xd0e1
1fc008dc:   35 08 ac d4         ORI $t0, $t0, 0xacd4
1fc008e0:   34 09 97 69         ORI $t1, $zero, 0x9769
1fc008e4:   21 10 97 69         ADDI $s0, $t0, 0x9769
1fc008e8:   3c 12 d0 e1         LUI $s2, 0xd0e1
1fc008ec:   36 52 44 3d         ORI $s2, $s2, 0x443d
1fc008f0:   16 12 06 cc         BNE $s2, 0x06cc
1fc008f4:   00 00 00 00         NOP
1fc008f8:   3c 08 71 9a         LUI $t0, 0x719a
1fc008fc:   35 08 8f b2         ORI $t0, $t0, 0x8fb2
1fc00900:   24 09 1c fc         ADDIU $t1, $zero, 0x1cfc
1fc00904:   21 10 1c fc         ADDI $s0, $t0, 0x1cfc
1fc00908:   3c 12 71 9a         LUI $s2, 0x719a
1fc0090c:   36 52 ac ae         ORI $s2, $s2, 0xacae
1fc00910:   16 12 06 c4         BNE $s2, 0x06c4
1fc00914:   00 00 00 00         NOP
1fc00918:   3c 08 9d 71         LUI $t0, 0x9d71
1fc0091c:   35 08 7a 82         ORI $t0, $t0, 0x7a82
1fc00920:   24 09 23 74         ADDIU $t1, $zero, 0x2374
1fc00924:   21 10 23 74         ADDI $s0, $t0, 0x2374
1fc00928:   3c 12 9d 71         LUI $s2, 0x9d71
1fc0092c:   36 52 9d f6         ORI $s2, $s2, 0x9df6
1fc00930:   16 12 06 bc         BNE $s2, 0x06bc
1fc00934:   00 00 00 00         NOP
1fc00938:   3c 08 69 bb         LUI $t0, 0x69bb
1fc0093c:   35 08 6d d8         ORI $t0, $t0, 0x6dd8
1fc00940:   34 09 cb 59         ORI $t1, $zero, 0xcb59
1fc00944:   21 10 cb 59         ADDI $s0, $t0, 0xcb59
1fc00948:   3c 12 69 bb         LUI $s2, 0x69bb
1fc0094c:   36 52 39 31         ORI $s2, $s2, 0x3931
1fc00950:   16 12 06 b4         BNE $s2, 0x06b4
1fc00954:   00 00 00 00         NOP
1fc00958:   3c 08 57 e2         LUI $t0, 0x57e2
1fc0095c:   35 08 d9 2c         ORI $t0, $t0, 0xd92c
1fc00960:   34 09 ee 44         ORI $t1, $zero, 0xee44
1fc00964:   21 10 ee 44         ADDI $s0, $t0, 0xee44
1fc00968:   3c 12 57 e2         LUI $s2, 0x57e2
1fc0096c:   36 52 c7 70         ORI $s2, $s2, 0xc770
1fc00970:   16 12 06 ac         BNE $s2, 0x06ac
1fc00974:   00 00 00 00         NOP
1fc00978:   3c 08 2a af         LUI $t0, 0x2aaf
1fc0097c:   35 08 b7 60         ORI $t0, $t0, 0xb760
1fc00980:   24 09 6f 18         ADDIU $t1, $zero, 0x6f18
1fc00984:   21 10 6f 18         ADDI $s0, $t0, 0x6f18
1fc00988:   3c 12 2a b0         LUI $s2, 0x2ab0
1fc0098c:   36 52 26 78         ORI $s2, $s2, 0x2678
1fc00990:   16 12 06 a4         BNE $s2, 0x06a4
1fc00994:   00 00 00 00         NOP
1fc00998:   3c 08 db d1         LUI $t0, 0xdbd1
1fc0099c:   35 08 5b e3         ORI $t0, $t0, 0x5be3
1fc009a0:   24 09 12 80         ADDIU $t1, $zero, 0x1280
1fc009a4:   21 10 12 80         ADDI $s0, $t0, 0x1280
1fc009a8:   3c 12 db d1         LUI $s2, 0xdbd1
1fc009ac:   36 52 6e 63         ORI $s2, $s2, 0x6e63
1fc009b0:   16 12 06 9c         BNE $s2, 0x069c
1fc009b4:   00 00 00 00         NOP
1fc009b8:   3c 08 72 06         LUI $t0, 0x7206
1fc009bc:   35 08 6f 32         ORI $t0, $t0, 0x6f32
1fc009c0:   24 09 1d 11         ADDIU $t1, $zero, 0x1d11
1fc009c4:   21 10 1d 11         ADDI $s0, $t0, 0x1d11
1fc009c8:   3c 12 72 06         LUI $s2, 0x7206
1fc009cc:   36 52 8c 43         ORI $s2, $s2, 0x8c43
1fc009d0:   16 12 06 94         BNE $s2, 0x0694
1fc009d4:   00 00 00 00         NOP
1fc009d8:   3c 08 28 ae         LUI $t0, 0x28ae
1fc009dc:   35 08 cc b8         ORI $t0, $t0, 0xccb8
1fc009e0:   34 09 fd 30         ORI $t1, $zero, 0xfd30
1fc009e4:   21 10 fd 30         ADDI $s0, $t0, 0xfd30
1fc009e8:   3c 12 28 ae         LUI $s2, 0x28ae
1fc009ec:   36 52 c9 e8         ORI $s2, $s2, 0xc9e8
1fc009f0:   16 12 06 8c         BNE $s2, 0x068c
1fc009f4:   00 00 00 00         NOP
1fc009f8:   3c 08 d4 ff         LUI $t0, 0xd4ff
1fc009fc:   35 08 f7 33         ORI $t0, $t0, 0xf733
1fc00a00:   24 09 45 d8         ADDIU $t1, $zero, 0x45d8
1fc00a04:   21 10 45 d8         ADDI $s0, $t0, 0x45d8
1fc00a08:   3c 12 d5 00         LUI $s2, 0xd500
1fc00a0c:   36 52 3d 0b         ORI $s2, $s2, 0x3d0b
1fc00a10:   16 12 06 84         BNE $s2, 0x0684
1fc00a14:   00 00 00 00         NOP
1fc00a18:   3c 08 9c 2b         LUI $t0, 0x9c2b
1fc00a1c:   35 08 d8 62         ORI $t0, $t0, 0xd862
1fc00a20:   34 09 9c 0e         ORI $t1, $zero, 0x9c0e
1fc00a24:   21 10 9c 0e         ADDI $s0, $t0, 0x9c0e
1fc00a28:   3c 12 9c 2b         LUI $s2, 0x9c2b
1fc00a2c:   36 52 74 70         ORI $s2, $s2, 0x7470
1fc00a30:   16 12 06 7c         BNE $s2, 0x067c
1fc00a34:   00 00 00 00         NOP
1fc00a38:   3c 08 62 64         LUI $t0, 0x6264
1fc00a3c:   35 08 e5 f0         ORI $t0, $t0, 0xe5f0
1fc00a40:   34 09 d3 b0         ORI $t1, $zero, 0xd3b0
1fc00a44:   21 10 d3 b0         ADDI $s0, $t0, 0xd3b0
1fc00a48:   3c 12 62 64         LUI $s2, 0x6264
1fc00a4c:   36 52 b9 a0         ORI $s2, $s2, 0xb9a0
1fc00a50:   16 12 06 74         BNE $s2, 0x0674
1fc00a54:   00 00 00 00         NOP
1fc00a58:   3c 08 1a ee         LUI $t0, 0x1aee
1fc00a5c:   35 08 26 54         ORI $t0, $t0, 0x2654
1fc00a60:   34 09 b0 06         ORI $t1, $zero, 0xb006
1fc00a64:   21 10 b0 06         ADDI $s0, $t0, 0xb006
1fc00a68:   3c 12 1a ed         LUI $s2, 0x1aed
1fc00a6c:   36 52 d6 5a         ORI $s2, $s2, 0xd65a
1fc00a70:   16 12 06 6c         BNE $s2, 0x066c
1fc00a74:   00 00 00 00         NOP
1fc00a78:   3c 08 cf e5         LUI $t0, 0xcfe5
1fc00a7c:   35 08 e6 f4         ORI $t0, $t0, 0xe6f4
1fc00a80:   34 09 be 4b         ORI $t1, $zero, 0xbe4b
1fc00a84:   21 10 be 4b         ADDI $s0, $t0, 0xbe4b
1fc00a88:   3c 12 cf e5         LUI $s2, 0xcfe5
1fc00a8c:   36 52 a5 3f         ORI $s2, $s2, 0xa53f
1fc00a90:   16 12 06 64         BNE $s2, 0x0664
1fc00a94:   00 00 00 00         NOP
1fc00a98:   3c 08 29 26         LUI $t0, 0x2926
1fc00a9c:   35 08 7c ec         ORI $t0, $t0, 0x7cec
1fc00aa0:   24 09 3c 38         ADDIU $t1, $zero, 0x3c38
1fc00aa4:   21 10 3c 38         ADDI $s0, $t0, 0x3c38
1fc00aa8:   3c 12 29 26         LUI $s2, 0x2926
1fc00aac:   36 52 b9 24         ORI $s2, $s2, 0xb924
1fc00ab0:   16 12 06 5c         BNE $s2, 0x065c
1fc00ab4:   00 00 00 00         NOP
1fc00ab8:   3c 08 25 80         LUI $t0, 0x2580
1fc00abc:   35 08 49 d6         ORI $t0, $t0, 0x49d6
1fc00ac0:   34 09 d1 bd         ORI $t1, $zero, 0xd1bd
1fc00ac4:   21 10 d1 bd         ADDI $s0, $t0, 0xd1bd
1fc00ac8:   3c 12 25 80         LUI $s2, 0x2580
1fc00acc:   36 52 1b 93         ORI $s2, $s2, 0x1b93
1fc00ad0:   16 12 06 54         BNE $s2, 0x0654
1fc00ad4:   00 00 00 00         NOP
1fc00ad8:   3c 08 e8 dc         LUI $t0, 0xe8dc
1fc00adc:   35 08 62 c0         ORI $t0, $t0, 0x62c0
1fc00ae0:   34 09 ce 16         ORI $t1, $zero, 0xce16
1fc00ae4:   21 10 ce 16         ADDI $s0, $t0, 0xce16
1fc00ae8:   3c 12 e8 dc         LUI $s2, 0xe8dc
1fc00aec:   36 52 30 d6         ORI $s2, $s2, 0x30d6
1fc00af0:   16 12 06 4c         BNE $s2, 0x064c
1fc00af4:   00 00 00 00         NOP
1fc00af8:   3c 08 cc 78         LUI $t0, 0xcc78
1fc00afc:   35 08 60 8c         ORI $t0, $t0, 0x608c
1fc00b00:   34 09 97 90         ORI $t1, $zero, 0x9790
1fc00b04:   21 10 97 90         ADDI $s0, $t0, 0x9790
1fc00b08:   3c 12 cc 77         LUI $s2, 0xcc77
1fc00b0c:   36 52 f8 1c         ORI $s2, $s2, 0xf81c
1fc00b10:   16 12 06 44         BNE $s2, 0x0644
1fc00b14:   00 00 00 00         NOP
1fc00b18:   3c 08 5d ea         LUI $t0, 0x5dea
1fc00b1c:   35 08 68 1e         ORI $t0, $t0, 0x681e
1fc00b20:   24 09 0c b4         ADDIU $t1, $zero, 0x0cb4
1fc00b24:   21 10 0c b4         ADDI $s0, $t0, 0x0cb4
1fc00b28:   3c 12 5d ea         LUI $s2, 0x5dea
1fc00b2c:   36 52 74 d2         ORI $s2, $s2, 0x74d2
1fc00b30:   16 12 06 3c         BNE $s2, 0x063c
1fc00b34:   00 00 00 00         NOP
1fc00b38:   3c 08 c7 80         LUI $t0, 0xc780
1fc00b3c:   35 08 80 52         ORI $t0, $t0, 0x8052
1fc00b40:   24 09 20 40         ADDIU $t1, $zero, 0x2040
1fc00b44:   21 10 20 40         ADDI $s0, $t0, 0x2040
1fc00b48:   3c 12 c7 80         LUI $s2, 0xc780
1fc00b4c:   36 52 a0 92         ORI $s2, $s2, 0xa092
1fc00b50:   16 12 06 34         BNE $s2, 0x0634
1fc00b54:   00 00 00 00         NOP
1fc00b58:   3c 08 32 a9         LUI $t0, 0x32a9
1fc00b5c:   35 08 bd 1a         ORI $t0, $t0, 0xbd1a
1fc00b60:   34 09 c6 1a         ORI $t1, $zero, 0xc61a
1fc00b64:   21 10 c6 1a         ADDI $s0, $t0, 0xc61a
1fc00b68:   3c 12 32 a9         LUI $s2, 0x32a9
1fc00b6c:   36 52 83 34         ORI $s2, $s2, 0x8334
1fc00b70:   16 12 06 2c         BNE $s2, 0x062c
1fc00b74:   00 00 00 00         NOP
1fc00b78:   3c 08 21 5c         LUI $t0, 0x215c
1fc00b7c:   35 08 4c 38         ORI $t0, $t0, 0x4c38
1fc00b80:   24 09 6c 37         ADDIU $t1, $zero, 0x6c37
1fc00b84:   21 10 6c 37         ADDI $s0, $t0, 0x6c37
1fc00b88:   3c 12 21 5c         LUI $s2, 0x215c
1fc00b8c:   36 52 b8 6f         ORI $s2, $s2, 0xb86f
1fc00b90:   16 12 06 24         BNE $s2, 0x0624
1fc00b94:   00 00 00 00         NOP
1fc00b98:   3c 08 1e 55         LUI $t0, 0x1e55
1fc00b9c:   35 08 99 98         ORI $t0, $t0, 0x9998
1fc00ba0:   34 09 c4 31         ORI $t1, $zero, 0xc431
1fc00ba4:   21 10 c4 31         ADDI $s0, $t0, 0xc431
1fc00ba8:   3c 12 1e 55         LUI $s2, 0x1e55
1fc00bac:   36 52 5d c9         ORI $s2, $s2, 0x5dc9
1fc00bb0:   16 12 06 1c         BNE $s2, 0x061c
1fc00bb4:   00 00 00 00         NOP
1fc00bb8:   3c 08 38 50         LUI $t0, 0x3850
1fc00bbc:   35 08 00 c4         ORI $t0, $t0, 0x00c4
1fc00bc0:   24 09 7d 68         ADDIU $t1, $zero, 0x7d68
1fc00bc4:   21 10 7d 68         ADDI $s0, $t0, 0x7d68
1fc00bc8:   3c 12 38 50         LUI $s2, 0x3850
1fc00bcc:   36 52 7e 2c         ORI $s2, $s2, 0x7e2c
1fc00bd0:   16 12 06 14         BNE $s2, 0x0614
1fc00bd4:   00 00 00 00         NOP
1fc00bd8:   3c 08 62 03         LUI $t0, 0x6203
1fc00bdc:   35 08 d8 b0         ORI $t0, $t0, 0xd8b0
1fc00be0:   24 09 3e 16         ADDIU $t1, $zero, 0x3e16
1fc00be4:   21 10 3e 16         ADDI $s0, $t0, 0x3e16
1fc00be8:   3c 12 62 04         LUI $s2, 0x6204
1fc00bec:   36 52 16 c6         ORI $s2, $s2, 0x16c6
1fc00bf0:   16 12 06 0c         BNE $s2, 0x060c
1fc00bf4:   00 00 00 00         NOP
1fc00bf8:   3c 08 f9 6e         LUI $t0, 0xf96e
1fc00bfc:   35 08 64 18         ORI $t0, $t0, 0x6418
1fc00c00:   34 09 9c a7         ORI $t1, $zero, 0x9ca7
1fc00c04:   21 10 9c a7         ADDI $s0, $t0, 0x9ca7
1fc00c08:   3c 12 f9 6e         LUI $s2, 0xf96e
1fc00c0c:   36 52 00 bf         ORI $s2, $s2, 0x00bf
1fc00c10:   16 12 06 04         BNE $s2, 0x0604
1fc00c14:   00 00 00 00         NOP
1fc00c18:   3c 08 b8 b1         LUI $t0, 0xb8b1
1fc00c1c:   35 08 c0 57         ORI $t0, $t0, 0xc057
1fc00c20:   24 09 6d 06         ADDIU $t1, $zero, 0x6d06
1fc00c24:   21 10 6d 06         ADDI $s0, $t0, 0x6d06
1fc00c28:   3c 12 b8 b2         LUI $s2, 0xb8b2
1fc00c2c:   36 52 2d 5d         ORI $s2, $s2, 0x2d5d
1fc00c30:   16 12 05 fc         BNE $s2, 0x05fc
1fc00c34:   00 00 00 00         NOP
1fc00c38:   3c 08 14 5a         LUI $t0, 0x145a
1fc00c3c:   35 08 c1 08         ORI $t0, $t0, 0xc108
1fc00c40:   34 09 bf 84         ORI $t1, $zero, 0xbf84
1fc00c44:   21 10 bf 84         ADDI $s0, $t0, 0xbf84
1fc00c48:   3c 12 14 5a         LUI $s2, 0x145a
1fc00c4c:   36 52 80 8c         ORI $s2, $s2, 0x808c
1fc00c50:   16 12 05 f4         BNE $s2, 0x05f4
1fc00c54:   00 00 00 00         NOP
1fc00c58:   3c 08 96 93         LUI $t0, 0x9693
1fc00c5c:   35 08 03 14         ORI $t0, $t0, 0x0314
1fc00c60:   24 09 40 aa         ADDIU $t1, $zero, 0x40aa
1fc00c64:   21 10 40 aa         ADDI $s0, $t0, 0x40aa
1fc00c68:   3c 12 96 93         LUI $s2, 0x9693
1fc00c6c:   36 52 43 be         ORI $s2, $s2, 0x43be
1fc00c70:   16 12 05 ec         BNE $s2, 0x05ec
1fc00c74:   00 00 00 00         NOP
1fc00c78:   3c 08 3b 87         LUI $t0, 0x3b87
1fc00c7c:   35 08 85 10         ORI $t0, $t0, 0x8510
1fc00c80:   24 09 7b 30         ADDIU $t1, $zero, 0x7b30
1fc00c84:   21 10 7b 30         ADDI $s0, $t0, 0x7b30
1fc00c88:   3c 12 3b 88         LUI $s2, 0x3b88
1fc00c8c:   36 52 00 40         ORI $s2, $s2, 0x0040
1fc00c90:   16 12 05 e4         BNE $s2, 0x05e4
1fc00c94:   00 00 00 00         NOP
1fc00c98:   3c 08 a5 52         LUI $t0, 0xa552
1fc00c9c:   35 08 b3 61         ORI $t0, $t0, 0xb361
1fc00ca0:   34 09 f1 67         ORI $t1, $zero, 0xf167
1fc00ca4:   21 10 f1 67         ADDI $s0, $t0, 0xf167
1fc00ca8:   3c 12 a5 52         LUI $s2, 0xa552
1fc00cac:   36 52 a4 c8         ORI $s2, $s2, 0xa4c8
1fc00cb0:   16 12 05 dc         BNE $s2, 0x05dc
1fc00cb4:   00 00 00 00         NOP
1fc00cb8:   3c 08 de d9         LUI $t0, 0xded9
1fc00cbc:   35 08 f6 04         ORI $t0, $t0, 0xf604
1fc00cc0:   24 09 0f 49         ADDIU $t1, $zero, 0x0f49
1fc00cc4:   21 10 0f 49         ADDI $s0, $t0, 0x0f49
1fc00cc8:   3c 12 de da         LUI $s2, 0xdeda
1fc00ccc:   36 52 05 4d         ORI $s2, $s2, 0x054d
1fc00cd0:   16 12 05 d4         BNE $s2, 0x05d4
1fc00cd4:   00 00 00 00         NOP
1fc00cd8:   3c 08 b2 99         LUI $t0, 0xb299
1fc00cdc:   35 08 07 62         ORI $t0, $t0, 0x0762
1fc00ce0:   24 09 6d 02         ADDIU $t1, $zero, 0x6d02
1fc00ce4:   21 10 6d 02         ADDI $s0, $t0, 0x6d02
1fc00ce8:   3c 12 b2 99         LUI $s2, 0xb299
1fc00cec:   36 52 74 64         ORI $s2, $s2, 0x7464
1fc00cf0:   16 12 05 cc         BNE $s2, 0x05cc
1fc00cf4:   00 00 00 00         NOP
1fc00cf8:   3c 08 bd 4b         LUI $t0, 0xbd4b
1fc00cfc:   35 08 9c 87         ORI $t0, $t0, 0x9c87
1fc00d00:   24 09 02 d8         ADDIU $t1, $zero, 0x02d8
1fc00d04:   21 10 02 d8         ADDI $s0, $t0, 0x02d8
1fc00d08:   3c 12 bd 4b         LUI $s2, 0xbd4b
1fc00d0c:   36 52 9f 5f         ORI $s2, $s2, 0x9f5f
1fc00d10:   16 12 05 c4         BNE $s2, 0x05c4
1fc00d14:   00 00 00 00         NOP
1fc00d18:   3c 08 84 53         LUI $t0, 0x8453
1fc00d1c:   35 08 57 34         ORI $t0, $t0, 0x5734
1fc00d20:   34 09 bb 60         ORI $t1, $zero, 0xbb60
1fc00d24:   21 10 bb 60         ADDI $s0, $t0, 0xbb60
1fc00d28:   3c 12 84 53         LUI $s2, 0x8453
1fc00d2c:   36 52 12 94         ORI $s2, $s2, 0x1294
1fc00d30:   16 12 05 bc         BNE $s2, 0x05bc
1fc00d34:   00 00 00 00         NOP
1fc00d38:   3c 08 1c be         LUI $t0, 0x1cbe
1fc00d3c:   35 08 8e 60         ORI $t0, $t0, 0x8e60
1fc00d40:   24 09 6a cc         ADDIU $t1, $zero, 0x6acc
1fc00d44:   21 10 6a cc         ADDI $s0, $t0, 0x6acc
1fc00d48:   3c 12 1c be         LUI $s2, 0x1cbe
1fc00d4c:   36 52 f9 2c         ORI $s2, $s2, 0xf92c
1fc00d50:   16 12 05 b4         BNE $s2, 0x05b4
1fc00d54:   00 00 00 00         NOP
1fc00d58:   3c 08 17 bd         LUI $t0, 0x17bd
1fc00d5c:   35 08 ee f0         ORI $t0, $t0, 0xeef0
1fc00d60:   24 09 46 44         ADDIU $t1, $zero, 0x4644
1fc00d64:   21 10 46 44         ADDI $s0, $t0, 0x4644
1fc00d68:   3c 12 17 be         LUI $s2, 0x17be
1fc00d6c:   36 52 35 34         ORI $s2, $s2, 0x3534
1fc00d70:   16 12 05 ac         BNE $s2, 0x05ac
1fc00d74:   00 00 00 00         NOP
1fc00d78:   3c 08 0b 15         LUI $t0, 0x0b15
1fc00d7c:   35 08 05 c0         ORI $t0, $t0, 0x05c0
1fc00d80:   24 09 40 00         ADDIU $t1, $zero, 0x4000
1fc00d84:   21 10 40 00         ADDI $s0, $t0, 0x4000
1fc00d88:   3c 12 0b 15         LUI $s2, 0x0b15
1fc00d8c:   36 52 45 c0         ORI $s2, $s2, 0x45c0
1fc00d90:   16 12 05 a4         BNE $s2, 0x05a4
1fc00d94:   00 00 00 00         NOP
1fc00d98:   3c 08 8d 45         LUI $t0, 0x8d45
1fc00d9c:   35 08 54 44         ORI $t0, $t0, 0x5444
1fc00da0:   34 09 a0 da         ORI $t1, $zero, 0xa0da
1fc00da4:   21 10 a0 da         ADDI $s0, $t0, 0xa0da
1fc00da8:   3c 12 8d 44         LUI $s2, 0x8d44
1fc00dac:   36 52 f5 1e         ORI $s2, $s2, 0xf51e
1fc00db0:   16 12 05 9c         BNE $s2, 0x059c
1fc00db4:   00 00 00 00         NOP
1fc00db8:   3c 08 3b 86         LUI $t0, 0x3b86
1fc00dbc:   35 08 5e 84         ORI $t0, $t0, 0x5e84
1fc00dc0:   24 09 5c 89         ADDIU $t1, $zero, 0x5c89
1fc00dc4:   21 10 5c 89         ADDI $s0, $t0, 0x5c89
1fc00dc8:   3c 12 3b 86         LUI $s2, 0x3b86
